
 	activityId	subjectId	timeBodyAccMagnitudeMean	timeBodyAccMagnitudeStdDev	timeGravityAccMagnitudeMean	timeGravityAccMagnitudeStdDev	timeBodyAccJerkMagnitudeMean	timeBodyAccJerkMagnitudeStdDev	timeBodyGyroMagnitudeMean	timeBodyGyroMagnitudeStdDev	timeBodyGyroJerkMagnitudeMean	timeBodyGyroJerkMagnitudeStdDev	freqBodyAccMagnitudeMean	freqBodyAccMagnitudeStdDev	freqBodyAccJerkMagnitudeMean	freqBodyAccJerkMagnitudeStdDev	freqBodyGyroMagnitudeMean	freqBodyGyroMagnitudeStdDev	freqBodyGyroJerkMagnitudeMean	freqBodyGyroJerkMagnitudeStdDev	activityType
176	1	23	-4.629143e-02	-0.2332259600	-4.629143e-02	-0.2332259600	0.0283461240	0.0508844670	0.0333074100	0.141899920	0.073661913	0.317312910	-0.1053634800	-0.43502764	0.0521965820	0.0520133950	0.1745557100	-0.0848663120	0.1998280000	0.371464000	WALKING
177	1	1	-1.509106e-01	-0.2378492200	-1.509106e-01	-0.2378492200	-0.1008313900	0.0275094540	-0.2110594200	-0.226549900	-0.287688300	-0.284265190	-0.1179356900	-0.43342615	0.0671124670	-0.0290301690	-0.2124665600	-0.3734675300	-0.2661106800	-0.360048010	WALKING
178	1	3	-2.244660e-01	-0.3140561700	-2.244660e-01	-0.3140561700	-0.2525560500	-0.0835540930	-0.4649277400	-0.488574250	-0.520816280	-0.505516380	-0.2617986800	-0.45168451	-0.1085383200	-0.0559588070	-0.5298747400	-0.5477224300	-0.5786644800	-0.455158020	WALKING
179	1	19	5.293900e-03	-0.2145009000	5.293900e-03	-0.2145009000	-0.0091067138	-0.0558683930	0.0667792170	-0.193682030	-0.258195130	-0.379625870	-0.1387128100	-0.38270092	-0.0762299640	-0.0363663180	-0.2798041000	-0.2730352100	-0.3632531800	-0.446699230	WALKING
180	1	23	5.578521e-02	-0.0926266010	5.578521e-02	-0.0926266010	0.1107866400	0.0226038290	0.0945116230	0.216639760	0.188000120	0.494828250	0.0539023980	-0.32851912	0.0756926800	-0.0570089520	0.3258804600	-0.0915037870	0.4151405300	0.490544640	WALKING
181	1	3	-2.141952e-01	-0.3063292300	-2.141952e-01	-0.3063292300	-0.2327424500	-0.0485728550	-0.4739913200	-0.519338500	-0.522888410	-0.491553500	-0.2944058900	-0.42064153	-0.0579243350	-0.0396307050	-0.5008198100	-0.6186864700	-0.5187013100	-0.492567380	WALKING
182	1	19	2.830322e-02	0.0517203790	2.830322e-02	0.0517203790	0.1277382000	0.2523998800	-0.0104187640	-0.140003480	-0.262495470	-0.262357970	0.2495917500	-0.24306925	0.2435927900	0.2543857500	-0.2003989400	-0.2459355200	-0.2692216400	-0.304532190	WALKING
183	1	19	1.025043e-02	-0.0535626910	1.025043e-02	-0.0535626910	0.1537966100	0.1498575300	-0.0320559720	-0.263100460	-0.267127420	-0.331134170	0.0765577240	-0.28301938	0.1497591100	0.1459409700	-0.2858266000	-0.3747517300	-0.3571128700	-0.344423630	WALKING
184	1	7	-1.449101e-01	-0.1824865600	-1.449101e-01	-0.1824865600	-0.2456218700	0.0455866890	-0.4192716200	-0.249613600	-0.363588510	-0.171130040	-0.1165184000	-0.34915779	0.0582278870	0.0223742700	-0.2667656600	-0.3679961100	-0.2192718500	-0.168596120	WALKING
185	1	21	-4.647851e-02	-0.2329923400	-4.647851e-02	-0.2329923400	-0.0961679300	0.0648173440	-0.2432341400	-0.371356110	-0.397129990	-0.399178530	-0.1581253900	-0.39780061	-0.0068280292	0.1427291100	-0.3181696300	-0.5270416100	-0.4613480100	-0.365984240	WALKING
186	1	21	-2.548027e-01	-0.4505020400	-2.548027e-01	-0.4505020400	-0.2916865800	-0.2398032000	-0.3977675100	-0.500838590	-0.542902000	-0.575938930	-0.3973103200	-0.56797942	-0.2805659900	-0.1947410800	-0.5044663600	-0.5854754700	-0.6014715000	-0.572305370	WALKING
187	1	21	-2.879608e-01	-0.4239673500	-2.879608e-01	-0.4239673500	-0.3405430400	-0.2721001200	-0.2461789200	-0.339177700	-0.518205490	-0.482914020	-0.4513959000	-0.49807467	-0.3599234200	-0.1776697200	-0.3654990100	-0.4349268500	-0.5322331600	-0.459104330	WALKING
188	1	7	-5.272474e-02	-0.1907025700	-5.272474e-02	-0.1907025700	-0.1508552800	0.0755622870	-0.2776174300	-0.083171272	-0.227510470	0.102601320	-0.1625328900	-0.33264843	0.0702060430	0.0780647540	-0.0326965760	-0.2867137100	0.0126804840	0.138299290	WALKING
189	1	7	-1.751377e-03	-0.1071495600	-1.751377e-03	-0.1071495600	-0.0689036540	0.1012585100	-0.2049198000	-0.031565371	-0.131373740	0.162854070	-0.0241839240	-0.29636138	0.0169527580	0.1927136600	-0.0036576388	-0.2246099500	0.0372992990	0.233196290	WALKING
190	1	7	-1.677624e-02	-0.0994935910	-1.677624e-02	-0.0994935910	-0.0889013590	0.0945060780	-0.2179279500	-0.022143746	-0.123569140	0.124555210	-0.0541439240	-0.26526958	-0.0007830748	0.1987618900	-0.0401036200	-0.1794292600	0.0298304930	0.161858030	WALKING
191	1	7	4.776369e-03	-0.1425187100	4.776369e-03	-0.1425187100	-0.0987810130	0.0535843430	-0.2101217900	-0.075358882	-0.162480020	-0.017237538	-0.1559729300	-0.26738836	-0.0455241160	0.1605830500	-0.0575355880	-0.2522556400	-0.0787623620	-0.007990055	WALKING
192	1	7	1.593350e-02	-0.1586568700	1.593350e-02	-0.1586568700	-0.0924882990	0.0771221520	-0.1936500600	-0.133931180	-0.180137080	-0.017628618	-0.1336292200	-0.30365360	0.0191291020	0.1391510400	-0.1295624800	-0.2893395100	-0.0833533700	-0.001397305	WALKING
193	1	7	3.184388e-02	-0.1026656600	3.184388e-02	-0.1026656600	-0.0132442370	0.2088830200	-0.1919492200	-0.059399569	-0.124501810	0.142004450	-0.0460760290	-0.27526280	0.1179092400	0.3076162200	-0.0932703050	-0.1985079700	-0.0301890910	0.260785390	WALKING
194	1	7	1.564108e-02	-0.0980544450	1.564108e-02	-0.0980544450	0.0146436070	0.2309454100	-0.1864284400	-0.075095341	-0.117986260	0.141708780	0.0037298648	-0.30125342	0.2026901900	0.2568289900	-0.0450796720	-0.2621877600	0.0415047460	0.184935960	WALKING
195	1	7	-3.743587e-02	-0.1646573600	-3.743587e-02	-0.1646573600	-0.0727527920	0.1155339900	-0.2283171000	-0.076811490	-0.153947810	0.088172789	-0.0991054770	-0.33379048	0.1707588600	0.0327692590	-0.0661272530	-0.2475146600	0.0259710890	0.091004371	WALKING
196	1	7	-3.903107e-02	-0.1608508300	-3.903107e-02	-0.1608508300	-0.1072937900	-0.0088243052	-0.2308515900	-0.067546477	-0.176668840	-0.027352633	-0.0938979210	-0.33147760	0.0323799030	-0.0660222790	-0.0105838410	-0.2796744000	-0.0634114250	-0.049548939	WALKING
197	1	7	-4.041783e-02	-0.0357243180	-4.041783e-02	-0.0357243180	-0.0997044940	0.1450236300	-0.1810309600	-0.113803290	-0.201704710	-0.023826413	0.0701662530	-0.25107081	0.1935154100	0.0711877580	-0.0693491940	-0.3064301500	-0.0693107800	-0.034406598	WALKING
198	1	21	-1.468398e-01	-0.3540021400	-1.468398e-01	-0.3540021400	-0.1348250400	-0.1426930200	-0.2784052900	-0.433039050	-0.416807180	-0.464071540	-0.3607884200	-0.45022156	-0.2181380400	-0.0582796550	-0.4858328100	-0.4939452600	-0.5613022400	-0.392877990	WALKING
199	1	22	-1.111761e-04	-0.1874158100	-1.111761e-04	-0.1874158100	-0.0246393460	0.0176166900	-0.2093708200	-0.454859860	-0.474177540	-0.470777460	-0.0520798730	-0.40092811	-0.0640779400	0.1066237000	-0.5012894100	-0.5163323600	-0.5464826800	-0.419812300	WALKING
200	1	14	-1.428190e-01	-0.4611705500	-1.428190e-01	-0.4611705500	-0.3812346600	-0.4648302400	-0.2093805900	-0.120849230	-0.526239770	-0.615794780	-0.4722929200	-0.53819865	-0.4792374200	-0.4499086000	-0.3328342800	-0.1391707600	-0.6202065800	-0.633724060	WALKING
201	1	14	-1.890630e-01	-0.4602089700	-1.890630e-01	-0.4602089700	-0.4289329500	-0.4843151700	-0.1511971200	-0.185284780	-0.536334170	-0.592652270	-0.4960907400	-0.52425460	-0.4905395600	-0.4792665700	-0.3372805600	-0.2261082200	-0.5683944300	-0.656357470	WALKING
202	1	14	-2.094279e-01	-0.4654805800	-2.094279e-01	-0.4654805800	-0.4303302600	-0.4924595300	-0.1511728200	-0.205780080	-0.520405740	-0.595303250	-0.4742675500	-0.54296345	-0.4832596600	-0.5029345700	-0.3008708200	-0.2774135500	-0.5891933600	-0.632434480	WALKING
203	1	11	-2.487370e-01	-0.5084821200	-2.487370e-01	-0.5084821200	-0.3720338400	-0.4103624600	-0.3965114200	-0.529270060	-0.609610660	-0.756137320	-0.4692061700	-0.60766070	-0.4074717000	-0.4165576800	-0.6234451500	-0.5491226200	-0.7712887600	-0.753579000	WALKING
204	1	11	-2.665027e-01	-0.5123030600	-2.665027e-01	-0.5123030600	-0.3804411200	-0.4539090800	-0.4117593800	-0.580196770	-0.619008030	-0.767409920	-0.4801541700	-0.60638277	-0.4298332100	-0.4895806700	-0.6333297300	-0.6160893000	-0.7755321300	-0.772867730	WALKING
205	1	11	-2.114536e-01	-0.4670452700	-2.114536e-01	-0.4670452700	-0.3077137300	-0.3302534600	-0.4051889800	-0.567700810	-0.600589950	-0.759016310	-0.4406899300	-0.56482529	-0.3561598200	-0.3025338100	-0.6021661000	-0.6178896500	-0.7651950000	-0.767662940	WALKING
206	1	5	1.128255e-01	-0.1617042100	1.128255e-01	-0.1617042100	-0.0829038380	-0.1089190300	-0.2550179200	-0.471276250	-0.314205380	-0.340647510	-0.0529665910	-0.36026306	-0.0405171640	-0.2091422800	-0.4070537200	-0.6222520100	-0.4528590500	-0.260247890	WALKING
207	1	11	-3.715329e-01	-0.5083883600	-3.715329e-01	-0.5083883600	-0.4839769900	-0.4899334000	-0.4864218000	-0.608235990	-0.663212170	-0.789516870	-0.4893956900	-0.59527511	-0.4804003800	-0.5052771100	-0.6523018000	-0.6452262300	-0.7784066500	-0.820459810	WALKING
208	1	14	-7.831738e-02	-0.3355315700	-7.831738e-02	-0.3355315700	-0.3435475700	-0.3837648000	-0.1310717100	-0.133425540	-0.484942920	-0.560840150	-0.3575260300	-0.42634847	-0.3612950400	-0.4176492300	-0.2253651700	-0.2191402500	-0.5202330400	-0.654756830	WALKING
209	1	14	-1.330975e-01	-0.3235994000	-1.330975e-01	-0.3235994000	-0.3559924200	-0.4065397600	-0.1116235500	-0.243087620	-0.528151300	-0.642980240	-0.3252211400	-0.42744420	-0.3736833000	-0.4539634500	-0.3715273100	-0.2883000000	-0.6454002000	-0.664744560	WALKING
210	1	26	-2.408582e-01	-0.3694362100	-2.408582e-01	-0.3694362100	-0.2913445300	-0.2098187500	-0.4593427400	-0.548246090	-0.542568750	-0.591294230	-0.3195963000	-0.49703663	-0.2472717200	-0.1682069200	-0.5801928200	-0.6035949800	-0.6178318200	-0.586401530	WALKING
211	1	14	-1.676373e-01	-0.3579801900	-1.676373e-01	-0.3579801900	-0.3809090000	-0.4543051600	-0.2050973100	-0.219616860	-0.528783580	-0.629027430	-0.3439886700	-0.46534183	-0.4563473600	-0.4515364600	-0.3042804700	-0.2956227500	-0.6037384800	-0.688033460	WALKING
212	1	16	-2.009890e-01	-0.4747643700	-2.009890e-01	-0.4747643700	-0.3939213700	-0.3967413400	-0.4379003100	-0.658678500	-0.620825520	-0.708176940	-0.4349568700	-0.57967289	-0.3741993300	-0.4305670000	-0.6730291500	-0.7074994100	-0.7379308200	-0.692310450	WALKING
213	1	15	-1.117136e-01	-0.1525340800	-1.117136e-01	-0.1525340800	-0.2519537000	-0.1046556800	-0.1664254800	-0.308578570	-0.491729700	-0.584704520	-0.1165895200	-0.30501593	-0.0803702640	-0.1429842200	-0.3789436800	-0.3789099000	-0.5862275200	-0.611134080	WALKING
214	1	8	-8.078926e-02	-0.2378781500	-8.078926e-02	-0.2378781500	-0.1577913100	-0.2136561400	-0.0637573920	-0.174809240	-0.345963840	-0.598222320	-0.1352806600	-0.42097327	-0.1088910500	-0.3780938000	-0.2540224100	-0.2619228300	-0.5622683100	-0.682020380	WALKING
215	1	1	-2.427930e-01	-0.2500326900	-2.427930e-01	-0.2500326900	-0.2214982400	-0.1184691200	-0.2438856800	-0.180082870	-0.303038660	-0.345948050	-0.2181581700	-0.38494832	-0.1934870900	-0.0369401250	-0.2095364100	-0.3013789300	-0.3666944600	-0.365031620	WALKING
216	1	1	-1.723732e-01	-0.2998260000	-1.723732e-01	-0.2998260000	-0.2090780400	-0.1097009400	-0.2175330600	-0.237256630	-0.371565960	-0.413905720	-0.2227018500	-0.45583425	-0.0880766310	-0.1422109400	-0.2383964100	-0.3702538200	-0.3875259000	-0.493783340	WALKING
217	1	14	-2.042721e-01	-0.3668224000	-2.042721e-01	-0.3668224000	-0.4304584500	-0.4815311300	-0.1606027900	-0.239059240	-0.549515420	-0.672312920	-0.3829214700	-0.45591444	-0.4476649900	-0.5311661500	-0.3712579000	-0.2827223600	-0.6579599600	-0.716179670	WALKING
218	1	14	-2.235756e-01	-0.3757829500	-2.235756e-01	-0.3757829500	-0.4257058400	-0.4735147500	-0.1661148200	-0.213864260	-0.548757350	-0.671437330	-0.4199204100	-0.44884890	-0.4577750000	-0.4965136900	-0.3207858600	-0.2767298900	-0.6569298500	-0.715458820	WALKING
219	1	23	3.375973e-03	-0.1522549300	3.375973e-03	-0.1522549300	0.0068879826	-0.0206541880	0.1062646000	0.154430900	0.018079588	0.275720610	0.0388380850	-0.41528944	0.0754329660	-0.1663808400	0.1459750100	-0.0416427390	0.2478244200	0.224456130	WALKING
220	1	22	8.437347e-02	0.0299843320	8.437347e-02	0.0299843320	0.0292470690	0.3586814500	-0.2020599800	-0.335341840	-0.501485280	-0.512980110	0.2426064500	-0.27358519	0.3607876600	0.3463270300	-0.3689972300	-0.4264210300	-0.5361854800	-0.515301270	WALKING
221	1	26	-2.994883e-01	-0.4391802000	-2.994883e-01	-0.4391802000	-0.3520053300	-0.3405771600	-0.3378868400	-0.382896990	-0.533169260	-0.558824810	-0.3824376000	-0.56064622	-0.3771391900	-0.2966711700	-0.4539000500	-0.4403300400	-0.6017929700	-0.537450190	WALKING
222	1	22	1.053134e-01	-0.0840627350	1.053134e-01	-0.0840627350	0.0613738830	0.2498255300	-0.1308731600	-0.303531160	-0.418679800	-0.491280740	0.0566661720	-0.31680933	0.1810834500	0.3250252700	-0.3827989200	-0.3688804400	-0.5432913000	-0.462850270	WALKING
223	1	23	6.099612e-02	-0.0041695002	6.099612e-02	-0.0041695002	0.1151912600	0.1842728700	0.1325879200	0.381384380	0.209792430	0.613313030	0.1982062000	-0.29526339	0.2550353200	0.0945471680	0.3502346700	0.1629299500	0.4663845700	0.678755010	WALKING
224	1	19	-5.347475e-02	-0.1570848900	-5.347475e-02	-0.1570848900	0.0338753220	0.1488733700	0.2991228100	0.622855820	-0.257823980	-0.320183530	-0.0948504620	-0.32486755	0.0723271560	0.2358182200	0.3985922800	0.4950174100	-0.3554953200	-0.322195790	WALKING
225	1	21	-2.557618e-01	-0.4460414900	-2.557618e-01	-0.4460414900	-0.3234146300	-0.2558386400	-0.4191876100	-0.518111710	-0.548397430	-0.577820320	-0.4123049100	-0.55159144	-0.3050727300	-0.2009922900	-0.5551979100	-0.5749741500	-0.6284551600	-0.547034290	WALKING
226	1	8	2.954769e-01	-0.0087270308	2.954769e-01	-0.0087270308	0.1899946300	-0.0316268800	0.0846107250	-0.366928430	-0.304684070	-0.529126490	0.0457043340	-0.19494545	-0.0102700100	-0.0663536550	-0.4198667000	-0.4384530700	-0.4882718100	-0.622623120	WALKING
227	1	8	2.583207e-01	-0.0356730180	2.583207e-01	-0.0356730180	0.1370093700	-0.0827082260	0.0787159380	-0.321537470	-0.253589080	-0.476113310	-0.0556084660	-0.17453775	-0.0362563730	-0.1502153600	-0.3902155100	-0.3898784400	-0.4586502700	-0.515161120	WALKING
228	1	23	-1.362523e-02	-0.1382504800	-1.362523e-02	-0.1382504800	0.0880358220	0.1553692300	0.0787805690	0.385758810	0.136390880	0.451975160	-0.0288985060	-0.34070780	0.1979098100	0.0946922990	0.3316611700	0.1838223800	0.2786547500	0.558218610	WALKING
229	1	23	-1.068946e-01	-0.1892135600	-1.068946e-01	-0.1892135600	-0.0508500470	0.0974325110	-0.0672567220	0.134968950	-0.043468238	0.218092380	-0.0642594950	-0.39547528	0.1227826000	0.0559085630	0.0696892230	-0.0148989660	0.0217652220	0.357245810	WALKING
230	1	13	-5.242573e-02	-0.2286336600	-5.242573e-02	-0.2286336600	-0.0673693550	-0.0572155640	-0.2035962200	-0.232807250	-0.321617130	-0.471934220	-0.1957342700	-0.36751769	-0.0722879600	-0.0377795200	-0.3031199600	-0.3160284300	-0.4933770800	-0.481290350	WALKING
231	1	13	-7.847937e-02	-0.2002470800	-7.847937e-02	-0.2002470800	-0.0424888370	-0.0416521490	-0.2196719600	-0.268355750	-0.326872330	-0.462687400	-0.1621490100	-0.34637707	-0.0825582320	0.0054361722	-0.3467983100	-0.3401658200	-0.4844910200	-0.472398520	WALKING
232	1	13	-6.443785e-02	-0.2179860600	-6.443785e-02	-0.2179860600	-0.0549913540	-0.0953443030	-0.2018566900	-0.308166410	-0.341758810	-0.476363830	-0.2613963700	-0.31577612	-0.1647462800	-0.0186032480	-0.4285405100	-0.3477355900	-0.5103402100	-0.469518850	WALKING
233	1	13	-4.952869e-02	-0.2347199200	-4.952869e-02	-0.2347199200	-0.0679209920	-0.1101339700	-0.1914154300	-0.288894060	-0.331038390	-0.474296490	-0.3022385600	-0.31799541	-0.2160712300	0.0061224170	-0.3783184000	-0.3502527100	-0.5273101100	-0.446957620	WALKING
234	1	13	-7.810612e-02	-0.2324973900	-7.810612e-02	-0.2324973900	-0.0687748140	-0.0853877540	-0.1932116700	-0.230639010	-0.324619160	-0.460637090	-0.1874140200	-0.37819450	-0.1533767600	-0.0095587028	-0.3319987000	-0.2940935700	-0.4745938800	-0.477258110	WALKING
235	1	13	-9.384546e-02	-0.2859841500	-9.384546e-02	-0.2859841500	-0.0996883550	-0.0576382470	-0.1950736800	-0.253953110	-0.363543510	-0.490087170	-0.1897425100	-0.45739047	-0.1072702300	-0.0030902431	-0.3674247300	-0.3060570400	-0.5393937700	-0.463107250	WALKING
236	1	13	-7.508937e-02	-0.1439442000	-7.508937e-02	-0.1439442000	-0.0960414520	0.0456478030	-0.1834827700	-0.305964940	-0.382231780	-0.504907990	-0.0325144240	-0.34704883	0.0650087530	0.0126974940	-0.3250211200	-0.4130186900	-0.5339346400	-0.502192080	WALKING
237	1	13	-8.445520e-02	-0.2139874600	-8.445520e-02	-0.2139874600	-0.0941423770	0.0179229880	-0.2183827400	-0.302351230	-0.343798030	-0.485072130	-0.1474341900	-0.37612754	-0.0023652491	0.0373387650	-0.2922553500	-0.4330364700	-0.5178434200	-0.479969100	WALKING
238	1	13	-1.073454e-01	-0.2644463100	-1.073454e-01	-0.2644463100	-0.1174269500	-0.1284729500	-0.2150199300	-0.313996310	-0.358645330	-0.503712520	-0.1802720800	-0.43078941	-0.1415934700	-0.1174869400	-0.3709751100	-0.3924112400	-0.5445950700	-0.485779670	WALKING
239	1	13	-7.867378e-02	-0.1625987500	-7.867378e-02	-0.1625987500	-0.0373849770	-0.0534868140	-0.1843499100	-0.289738860	-0.323650460	-0.477211080	-0.0964413990	-0.33235237	-0.1340946500	0.0341948450	-0.3352559500	-0.3802342900	-0.5377880800	-0.438857100	WALKING
240	1	19	1.540312e-01	-0.0794946710	1.540312e-01	-0.0794946710	0.2038221400	-0.0355141670	0.1794268300	-0.005622678	0.146085580	-0.169622600	0.1064929900	-0.34730272	0.0439392120	-0.1501584600	0.0630159790	-0.2389984700	-0.1397435800	-0.261629800	WALKING
241	1	19	1.315783e-01	-0.1682729500	1.315783e-01	-0.1682729500	0.1733522900	0.1798792400	0.1330497900	0.012548094	0.032973789	-0.100623500	0.0290534400	-0.43486142	0.2460259300	0.0805613610	0.0047609578	-0.1590938500	-0.1212444400	-0.120722410	WALKING
242	1	11	-2.408618e-01	-0.4862004200	-2.408618e-01	-0.4862004200	-0.3382044000	-0.3370103500	-0.4461100200	-0.548671350	-0.617908200	-0.760268300	-0.4651237200	-0.57749515	-0.3041181500	-0.3855489400	-0.5949213900	-0.5942896400	-0.7479038800	-0.792940270	WALKING
243	1	19	8.223313e-02	-0.0742628310	8.223313e-02	-0.0742628310	0.2142255900	0.1690531300	0.2056541100	-0.001472634	0.008204670	-0.122667700	0.0924733720	-0.32787502	0.2429635100	0.0722719420	0.0335333500	-0.2054775300	-0.0959717360	-0.219844460	WALKING
244	1	1	-1.424141e-01	-0.1900942400	-1.424141e-01	-0.1900942400	-0.1735761500	0.0261739480	-0.1202070300	-0.149821420	-0.356008850	-0.383043370	-0.1202291900	-0.35812625	0.0211904940	0.0277435060	-0.2021056700	-0.2597825700	-0.4314031300	-0.365761390	WALKING
245	1	1	-1.235907e-01	-0.1703683200	-1.235907e-01	-0.1703683200	-0.0880248100	0.0198839400	-0.1569791300	-0.095385385	-0.241758630	-0.306925000	-0.0690167190	-0.36225891	0.0680552660	-0.0528093380	-0.1623218500	-0.2044816600	-0.3523617600	-0.298580450	WALKING
246	1	1	-1.739632e-01	-0.1647902700	-1.739632e-01	-0.1647902700	-0.1656329700	-0.0896380080	-0.1933003900	-0.130861900	-0.280596920	-0.305824610	-0.0904999840	-0.33928193	-0.0986238210	-0.0816740880	-0.1823541100	-0.2443657000	-0.3072697000	-0.352962560	WALKING
247	1	23	4.482392e-02	-0.0233334040	4.482392e-02	-0.0233334040	0.0550126800	0.2005740700	0.1722149200	0.590563890	0.251367380	0.640429580	0.0873643760	-0.24381421	0.1758182400	0.2225195600	0.6169894900	0.2895964100	0.5274918500	0.674603560	WALKING
248	1	23	2.658102e-02	-0.0359321960	2.658102e-02	-0.0359321960	0.0616125100	0.1125591200	0.1986494700	0.641998420	0.276554200	0.659188530	0.0921027920	-0.26657794	0.1065646700	0.1118676300	0.7283706600	0.2811212600	0.6408586900	0.568030760	WALKING
249	1	14	-1.004094e-01	-0.3091689400	-1.004094e-01	-0.3091689400	-0.3092791200	-0.3633205300	-0.1224357900	-0.145379800	-0.501341630	-0.558502860	-0.2519154000	-0.45058369	-0.3630706700	-0.3670197200	-0.2203104500	-0.2402145400	-0.5360810100	-0.621359640	WALKING
250	1	26	-2.592664e-01	-0.3861045400	-2.592664e-01	-0.3861045400	-0.3154216500	-0.2329885600	-0.4660535900	-0.583663080	-0.573381800	-0.658634700	-0.3268760800	-0.51722014	-0.2714907800	-0.1913452700	-0.6089751400	-0.6375893900	-0.6983022700	-0.634299350	WALKING
251	1	26	-1.896721e-01	-0.3499274600	-1.896721e-01	-0.3499274600	-0.2249108800	-0.1673283800	-0.4373122900	-0.546648150	-0.516315920	-0.588093360	-0.3082707900	-0.47537235	-0.1008923800	-0.2655445700	-0.5912536700	-0.5936854500	-0.6064803500	-0.593356110	WALKING
252	1	1	-1.923160e-01	-0.2569216900	-1.923160e-01	-0.2569216900	-0.1469819800	-0.1589198000	-0.2356370300	-0.202217650	-0.310367730	-0.321126380	-0.1607418900	-0.43218345	-0.1742419100	-0.1452719300	-0.2390218300	-0.3141968200	-0.3020489600	-0.396447910	WALKING
253	1	14	-7.498382e-02	-0.2899004500	-7.498382e-02	-0.2899004500	-0.3138438200	-0.3859208900	-0.0398728620	-0.210587290	-0.510833320	-0.634036850	-0.2990333300	-0.39474010	-0.3870585200	-0.3881727700	-0.3411684500	-0.2596729400	-0.5995336700	-0.712767700	WALKING
254	1	1	-1.812991e-01	-0.2231031400	-1.812991e-01	-0.2231031400	-0.1325010500	-0.0545217930	-0.2161019000	-0.200173890	-0.277398550	-0.361303350	-0.1309532400	-0.40103145	-0.0756904930	-0.0341907060	-0.2210193700	-0.3244336500	-0.3490021400	-0.422647710	WALKING
255	1	15	-9.307947e-02	-0.1913133900	-9.307947e-02	-0.1913133900	-0.2057270700	-0.2053391900	-0.1041320800	-0.347050990	-0.474054990	-0.574804060	-0.1621866500	-0.33354452	-0.2030262200	-0.2135942700	-0.4030303900	-0.4204866200	-0.5865639600	-0.588895700	WALKING
256	1	15	-9.660154e-02	-0.1744762100	-9.660154e-02	-0.1744762100	-0.2151787300	-0.1945701100	-0.1108067500	-0.334775790	-0.494285720	-0.572633660	-0.0955885600	-0.35039764	-0.1955585800	-0.1975009400	-0.3839747900	-0.4149625000	-0.5890105100	-0.580571660	WALKING
257	1	23	-2.978470e-02	-0.0776142520	-2.978470e-02	-0.0776142520	0.1109753300	0.1871999700	0.1022187300	0.492624990	0.195007650	0.648022090	0.0111039480	-0.27507076	0.0626571310	0.3236981900	0.4835472700	0.2375788000	0.4681683000	0.754087770	WALKING
258	1	23	-3.813157e-02	-0.0003179565	-3.813157e-02	-0.0003179565	0.1174670100	0.3069646600	0.2035570300	0.691838440	0.284643660	0.857119300	0.1217725600	-0.23203211	0.1885761600	0.4391953600	0.6200944000	0.4495392800	0.6248384500	1.000000000	WALKING
259	1	26	-1.582699e-01	-0.4560871500	-1.582699e-01	-0.4560871500	-0.2879193200	-0.3740898900	-0.3835121000	-0.600444370	-0.519927690	-0.641977540	-0.4388323800	-0.55010425	-0.3407271200	-0.4234676800	-0.6249275600	-0.6520551900	-0.6338681900	-0.676116380	WALKING
260	1	26	-1.573855e-01	-0.4710560500	-1.573855e-01	-0.4710560500	-0.2735324800	-0.3389997800	-0.3843989900	-0.613255340	-0.550436100	-0.672266370	-0.4483126200	-0.56604027	-0.3305452500	-0.3537050600	-0.6089640300	-0.6845425100	-0.6568972200	-0.716827090	WALKING
261	1	19	5.167476e-02	-0.1882777100	5.167476e-02	-0.1882777100	0.0136738740	-0.0457179940	0.0260461330	-0.210485860	-0.281547350	-0.384431470	-0.1064781500	-0.36444185	-0.0580955470	-0.0368696060	-0.2929529000	-0.2893033800	-0.3777978900	-0.435582510	WALKING
262	1	22	9.010702e-02	-0.1228052900	9.010702e-02	-0.1228052900	0.0604189420	0.2558791000	-0.1733157500	-0.389110930	-0.467651570	-0.524815260	0.0654277660	-0.38723613	0.2666264900	0.2339588600	-0.4004349600	-0.4873997400	-0.5759510300	-0.496203240	WALKING
263	1	21	-1.355411e-01	-0.2385630800	-1.355411e-01	-0.2385630800	-0.1699062100	-0.0258301800	-0.3385223500	-0.377943360	-0.431531760	-0.456328080	-0.1931468300	-0.38358575	-0.0547264100	0.0034242849	-0.3719420900	-0.4919535600	-0.5022549400	-0.437296110	WALKING
264	1	23	-7.311102e-03	-0.1276392500	-7.311102e-03	-0.1276392500	0.0707324850	0.1158506800	0.0535660410	0.186839880	0.079480378	0.313619260	0.0349507630	-0.37093159	0.2618842400	-0.0902957340	0.2894534400	-0.1098410500	0.2892110400	0.252380290	WALKING
265	1	8	2.264598e-01	-0.1267954600	2.264598e-01	-0.1267954600	0.1235565700	-0.0934716310	0.0984656080	-0.316983940	-0.353220030	-0.583673300	-0.0033031004	-0.34094729	0.0026303982	-0.2349538200	-0.3778094700	-0.3921874600	-0.5730004300	-0.627907230	WALKING
266	1	14	-7.309412e-02	-0.3007877100	-7.309412e-02	-0.3007877100	-0.3160460000	-0.3949551600	-0.1137961000	-0.210635030	-0.489010790	-0.570353710	-0.2807047900	-0.42057621	-0.3714524700	-0.4302048800	-0.3058768600	-0.2812957600	-0.5371578200	-0.650264260	WALKING
